data;preco_br;preco_us
03/02/2016;74,98;19,12
04/02/2016;73,14;18,8
05/02/2016;72,37;18,49
10/02/2016;72,04;18,31
11/02/2016;72,68;18,28
12/02/2016;73,02;18,28
15/02/2016;72,89;18,26
16/02/2016;74,06;18,22
17/02/2016;73,96;18,61
18/02/2016;73,86;18,29
19/02/2016;74,26;18,39
22/02/2016;73,49;18,64
23/02/2016;72,66;18,35
24/02/2016;72,95;18,45
25/02/2016;72,07;18,29
26/02/2016;72,11;18,05
29/02/2016;72,04;18,03
01/03/2016;71,85;18,22
02/03/2016;70,47;18,11
03/03/2016;69,26;18,16
04/03/2016;68,43;18,15
07/03/2016;69,54;18,36
08/03/2016;69,98;18,65
09/03/2016;69,79;18,86
10/03/2016;69,3;19,03
11/03/2016;68,9;19,12
14/03/2016;68,85;18,89
15/03/2016;70,13;18,67
16/03/2016;71,11;18,97
17/03/2016;69,83;19,16
18/03/2016;69,18;19,27
21/03/2016;68,97;19,1
22/03/2016;69,64;19,39
23/03/2016;70,38;19,16
24/03/2016;71,58;19,4
28/03/2016;70,36;19,39
29/03/2016;71,27;19,62
30/03/2016;70,38;19,44
31/03/2016;69,75;19,35
01/04/2016;70,2;19,67
04/04/2016;70,4;19,54
05/04/2016;71,33;19,44
06/04/2016;71,5;19,6
07/04/2016;71,97;19,51
08/04/2016;71,22;19,77
11/04/2016;70,16;20,07
12/04/2016;70,96;20,2
13/04/2016;71,85;20,59
14/04/2016;71,7;20,59
15/04/2016;72,13;20,53
18/04/2016;73,31;20,34
19/04/2016;74,11;20,97
20/04/2016;75,31;21,33
22/04/2016;75,75;21,2
25/04/2016;76,63;21,58
26/04/2016;77,16;21,9
27/04/2016;77,55;22,02
28/04/2016;78,01;22,31
29/04/2016;77,2;22,45
02/05/2016;78,23;22,41
03/05/2016;78,85;22,12
04/05/2016;79,26;22,43
05/05/2016;78,94;22,26
06/05/2016;78,64;22,48
09/05/2016;78,86;22,37
10/05/2016;80,89;23,31
11/05/2016;81,24;23,58
12/05/2016;81,3;23,43
13/05/2016;81,57;23,17
16/05/2016;81,32;23,26
17/05/2016;81,96;23,5
18/05/2016;82,4;23,14
19/05/2016;83,18;23,31
20/05/2016;83,57;23,61
23/05/2016;83,96;23,45
24/05/2016;84,11;23,49
25/05/2016;86,48;24,04
27/05/2016;87,42;24,24
30/05/2016;87,63;24,51
31/05/2016;88,22;24,38
01/06/2016;89,11;24,8
02/06/2016;90,94;25,37
03/06/2016;91,65;25,98
06/06/2016;91,77;26,27
07/06/2016;90,42;26,22
08/06/2016;91,43;27,12
09/06/2016;91,59;26,97
10/06/2016;92,31;26,93
13/06/2016;93,18;26,78
14/06/2016;92,8;26,59
15/06/2016;92,46;26,69
16/06/2016;90,95;26,22
17/06/2016;92,13;26,92
20/06/2016;90,81;26,73
21/06/2016;89,79;26,4
22/06/2016;90,03;26,67
23/06/2016;89,03;26,58
24/06/2016;87,84;26,03
27/06/2016;90,02;26,5
28/06/2016;89,4;27,07
29/06/2016;87,46;27,03
30/06/2016;86,78;27
01/07/2016;88,53;27,4
04/07/2016;88,23;27,03
05/07/2016;85,97;26,04
06/07/2016;84,75;25,4
07/07/2016;84,44;25,15
08/07/2016;83,07;25,26
11/07/2016;84,36;25,49
12/07/2016;84,34;25,64
13/07/2016;86,06;26,25
14/07/2016;85,68;26,35
15/07/2016;84,42;25,96
18/07/2016;82,99;25,54
19/07/2016;81,92;25,15
20/07/2016;81,72;25,15
21/07/2016;80,79;24,6
22/07/2016;78,72;24,15
25/07/2016;78,69;23,92
26/07/2016;78,14;23,89
27/07/2016;78,97;24,19
28/07/2016;78,92;23,96
29/07/2016;78,87;24,35
01/08/2016;78,09;23,87
02/08/2016;77,35;23,67
03/08/2016;77,53;23,94
04/08/2016;77,01;24,07
05/08/2016;76,11;24,05
08/08/2016;76,66;24,22
09/08/2016;76,35;24,34
10/08/2016;75,49;24,17
11/08/2016;75,75;24,14
12/08/2016;75,94;23,83
15/08/2016;77,25;24,29
16/08/2016;77,19;24,24
17/08/2016;79,46;24,75
18/08/2016;79,13;24,43
19/08/2016;78,83;24,56
22/08/2016;79,12;24,7
23/08/2016;79,84;24,7
24/08/2016;79,79;24,75
25/08/2016;78,94;24,45
26/08/2016;78,09;23,88
29/08/2016;78,03;24,13
30/08/2016;76,87;23,69
31/08/2016;75,37;23,39
01/09/2016;75,56;23,26
02/09/2016;75,72;23,3
05/09/2016;75,25;22,95
06/09/2016;75,38;23,49
08/09/2016;76,2;23,73
09/09/2016;77,26;23,58
12/09/2016;77,04;23,74
13/09/2016;76,33;23,02
14/09/2016;77,01;23,07
15/09/2016;77,1;23,32
16/09/2016;77,12;23,63
19/09/2016;76,95;23,52
20/09/2016;77,46;23,82
21/09/2016;77;23,96
22/09/2016;76,41;23,74
23/09/2016;75,81;23,42
26/09/2016;75,13;23,14
27/09/2016;74,91;23,2
28/09/2016;74,99;23,25
29/09/2016;75,1;23,06
30/09/2016;75,15;23,12
03/10/2016;75,44;23,58
04/10/2016;74,76;22,97
05/10/2016;74,2;23,03
06/10/2016;74,47;23,1
07/10/2016;74,24;23,09
10/10/2016;74,01;23,1
11/10/2016;73,77;23,07
13/10/2016;72,94;22,95
14/10/2016;73,2;22,85
17/10/2016;73,46;22,93
18/10/2016;73,87;23,22
19/10/2016;74,15;23,39
20/10/2016;74,07;23,6
21/10/2016;73,81;23,32
24/10/2016;73,87;23,69
25/10/2016;73,21;23,55
26/10/2016;73,13;23,27
27/10/2016;73,96;23,46
28/10/2016;74,39;23,27
31/10/2016;73,69;23,14
01/11/2016;73,67;22,74
03/11/2016;73,63;22,75
04/11/2016;73,34;22,78
07/11/2016;72,8;22,72
08/11/2016;73,21;23,08
09/11/2016;73,01;22,72
10/11/2016;74,56;22,17
11/11/2016;76,21;22,36
14/11/2016;75,11;21,83
16/11/2016;74,65;21,78
17/11/2016;74,35;21,74
18/11/2016;74,05;21,9
21/11/2016;74,99;22,37
22/11/2016;75,34;22,43
23/11/2016;75,99;22,42
24/11/2016;76,07;22,45
25/11/2016;77,13;22,6
28/11/2016;76,91;22,73
29/11/2016;76,57;22,54
30/11/2016;76,33;22,54
01/12/2016;76,58;22,06
02/12/2016;76,42;22,06
05/12/2016;76,97;22,45
06/12/2016;77,07;22,62
07/12/2016;76,31;22,36
08/12/2016;75,51;22,31
09/12/2016;76,01;22,58
12/12/2016;75,29;22,5
13/12/2016;75,02;22,57
14/12/2016;74,68;22,35
15/12/2016;75,59;22,41
16/12/2016;75,52;22,27
19/12/2016;75,2;22,3
20/12/2016;74,23;22,18
21/12/2016;73,64;22,13
22/12/2016;72,88;22,1
23/12/2016;72,3;22,1
26/12/2016;71,94;21,96
27/12/2016;72,92;22,26
28/12/2016;72,26;22,02
29/12/2016;72,55;22,33
02/01/2017;72,7;22,13
03/01/2017;71,22;21,87
04/01/2017;70,73;21,95
05/01/2017;70,47;22,03
06/01/2017;70,24;21,8
09/01/2017;70,15;21,96
10/01/2017;69,63;21,8
11/01/2017;70,88;22,26
12/01/2017;70,63;22,27
13/01/2017;71,47;22,25
16/01/2017;72,04;22,26
17/01/2017;74,02;23,06
18/01/2017;74,44;23,13
19/01/2017;74,56;23,32
20/01/2017;73,65;23,18
23/01/2017;72,08;22,76
24/01/2017;72,17;22,77
25/01/2017;71,62;22,6
26/01/2017;71,76;22,57
27/01/2017;71,37;22,64
30/01/2017;69,49;22,3
31/01/2017;69,3;22,02
01/02/2017;68,94;21,89
02/02/2017;69,4;22,26
03/02/2017;69,49;22,32
06/02/2017;69,3;22,18
07/02/2017;69,43;22,24
08/02/2017;70,12;22,5
09/02/2017;69,88;22,33
10/02/2017;69,84;22,48
13/02/2017;70,08;22,53
14/02/2017;70,06;22,62
15/02/2017;69,05;22,52
16/02/2017;68,8;22,36
17/02/2017;68,38;22,12
20/02/2017;68,04;22,06
21/02/2017;67,78;21,95
22/02/2017;67,12;21,87
23/02/2017;66,01;21,57
24/02/2017;66,24;21,3
01/03/2017;67,23;21,73
02/03/2017;67,17;21,34
03/03/2017;67,3;21,61
06/03/2017;67,33;21,55
07/03/2017;66,53;21,36
08/03/2017;66,99;21,19
09/03/2017;66,87;20,94
10/03/2017;66,41;21,15
13/03/2017;65,93;20,92
14/03/2017;65,82;20,72
15/03/2017;65,75;21,12
16/03/2017;64,8;20,78
17/03/2017;64,56;20,83
20/03/2017;64,5;21,02
21/03/2017;64,07;20,78
22/03/2017;64;20,68
23/03/2017;64,04;20,42
24/03/2017;62,98;20,27
27/03/2017;62,46;19,95
28/03/2017;62,3;19,83
29/03/2017;62,23;19,96
30/03/2017;62,13;19,81
31/03/2017;61,74;19,75
03/04/2017;60,39;19,4
04/04/2017;59,94;19,35
05/04/2017;59,76;19,25
06/04/2017;59,67;18,97
07/04/2017;59,98;19,02
10/04/2017;60,15;19,19
11/04/2017;60;19,05
12/04/2017;60,99;19,37
13/04/2017;61,34;19,51
17/04/2017;60,78;19,59
18/04/2017;60,51;19,39
19/04/2017;61,33;19,53
20/04/2017;62,04;19,66
24/04/2017;62,04;19,81
25/04/2017;62,72;19,9
26/04/2017;63,18;19,9
27/04/2017;62,76;19,77
28/04/2017;63,26;19,94
02/05/2017;63,6;20,16
03/05/2017;63,51;20,12
04/05/2017;64,47;20,24
05/05/2017;64,88;20,44
08/05/2017;64,71;20,24
09/05/2017;64,9;20,39
10/05/2017;64,66;20,43
11/05/2017;64,12;20,34
12/05/2017;63,47;20,3
15/05/2017;63,24;20,35
16/05/2017;62,82;20,28
17/05/2017;63,19;20,25
18/05/2017;65,72;19,43
19/05/2017;65,07;19,96
22/05/2017;64,92;19,8
23/05/2017;64,46;19,75
24/05/2017;64,53;19,68
25/05/2017;64,59;19,64
26/05/2017;63,6;19,47
29/05/2017;63,78;19,5
30/05/2017;62,6;19,19
31/05/2017;62,52;19,31
01/06/2017;61,81;19,03
02/06/2017;62,19;19,13
05/06/2017;63,13;19,2
06/06/2017;63,31;19,31
07/06/2017;63,28;19,31
08/06/2017;64,41;19,74
09/06/2017;64,32;19,6
12/06/2017;64,42;19,44
13/06/2017;65;19,67
14/06/2017;64,46;19,6
16/06/2017;64,1;19,5
19/06/2017;64,46;19,6
20/06/2017;64,15;19,24
21/06/2017;64,21;19,28
22/06/2017;63,44;19,04
23/06/2017;63,18;18,92
26/06/2017;62,26;18,86
27/06/2017;62,96;18,98
28/06/2017;62,82;19,12
29/06/2017;63,06;19,09
30/06/2017;64,39;19,44
03/07/2017;66,03;20,01
04/07/2017;66,07;19,97
05/07/2017;66,49;20,19
06/07/2017;66,47;20,15
07/07/2017;67,29;20,49
10/07/2017;68,1;20,89
11/07/2017;68,33;21
12/07/2017;67,43;21,03
13/07/2017;66,08;20,57
14/07/2017;65,47;20,58
17/07/2017;65,36;20,54
18/07/2017;65,68;20,82
19/07/2017;65,36;20,78
20/07/2017;65,86;21,04
21/07/2017;66,06;21,05
24/07/2017;65,42;20,79
25/07/2017;65,94;20,81
26/07/2017;65,74;20,94
27/07/2017;66,03;20,91
28/07/2017;66,32;21,17
31/07/2017;65,34;20,97
01/08/2017;63,94;20,48
02/08/2017;63,99;20,5
03/08/2017;62,79;20,16
04/08/2017;63,19;20,22
07/08/2017;63,71;20,4
08/08/2017;64,18;20,54
09/08/2017;64,74;20,56
10/08/2017;64,43;20,34
11/08/2017;64,19;20,25
14/08/2017;63,96;20,04
15/08/2017;63,56;20,01
16/08/2017;63,42;20,13
17/08/2017;63,69;20,03
18/08/2017;63,71;20,26
21/08/2017;63,85;20,15
22/08/2017;63,86;20,17
23/08/2017;64,05;20,42
24/08/2017;64,1;20,39
25/08/2017;63,72;20,21
28/08/2017;64,08;20,27
29/08/2017;64,11;20,28
30/08/2017;63,73;20,17
31/08/2017;63,81;20,26
01/09/2017;64,31;20,46
04/09/2017;64,26;20,5
05/09/2017;64,8;20,78
06/09/2017;64,96;20,93
08/09/2017;64,76;20,95
11/09/2017;64,32;20,75
12/09/2017;64,04;20,47
13/09/2017;64,37;20,56
14/09/2017;65,07;20,88
15/09/2017;65,13;20,91
18/09/2017;65,02;20,76
19/09/2017;64,92;20,68
20/09/2017;65,03;20,76
21/09/2017;65,31;20,77
22/09/2017;65,64;21
25/09/2017;65,51;20,76
26/09/2017;65,71;20,73
27/09/2017;65,62;20,57
28/09/2017;65,74;20,67
29/09/2017;65,42;20,66
02/10/2017;65,15;20,66
03/10/2017;64,87;20,62
04/10/2017;64,78;20,7
05/10/2017;65,22;20,68
06/10/2017;65,53;20,76
09/10/2017;66,12;20,75
10/10/2017;65,89;20,73
11/10/2017;65,54;20,7
13/10/2017;66,67;21,16
16/10/2017;67,12;21,18
17/10/2017;66,82;21,09
18/10/2017;66,81;21,11
19/10/2017;66,73;21,02
20/10/2017;66,62;20,9
23/10/2017;66,97;20,77
24/10/2017;67,02;20,57
25/10/2017;67,54;20,83
26/10/2017;67,65;20,65
27/10/2017;67,82;20,9
30/10/2017;67,72;20,65
31/10/2017;67,44;20,59
01/11/2017;67,93;20,8
03/11/2017;68,45;20,74
06/11/2017;68,51;21,01
07/11/2017;68,82;20,97
08/11/2017;68,72;21,09
09/11/2017;68,95;21,18
10/11/2017;68,84;20,99
13/11/2017;69,38;21,06
14/11/2017;69,15;20,92
16/11/2017;69,13;21,1
17/11/2017;68,73;21,08
20/11/2017;68,35;20,95
21/11/2017;69,37;21,35
22/11/2017;69,48;21,48
23/11/2017;69,52;21,58
24/11/2017;69,62;21,56
27/11/2017;69,29;21,53
28/11/2017;69,15;21,54
29/11/2017;69,23;21,33
30/11/2017;70,01;21,36
01/12/2017;70,14;21,53
04/12/2017;70,62;21,78
05/12/2017;70,95;21,97
06/12/2017;70,57;21,77
07/12/2017;71,26;21,67
08/12/2017;71,04;21,53
11/12/2017;70,6;21,4
12/12/2017;70,99;21,34
13/12/2017;70,91;21,42
14/12/2017;70,54;21,11
15/12/2017;70,36;21,28
18/12/2017;69,96;21,22
19/12/2017;69,82;21,15
20/12/2017;68,71;20,88
21/12/2017;68,62;20,73
22/12/2017;68,61;20,6
26/12/2017;69,01;20,8
27/12/2017;68,95;20,82
28/12/2017;68,87;20,81
02/01/2018;68,04;20,87
03/01/2018;68,14;21,02
04/01/2018;67,55;20,93
05/01/2018;67,84;21
08/01/2018;67,96;21,01
09/01/2018;67,77;20,87
10/01/2018;67,78;21
11/01/2018;67,57;20,96
12/01/2018;66,87;20,84
15/01/2018;67,36;20,99
16/01/2018;66,9;20,72
17/01/2018;66,84;20,79
18/01/2018;67,34;20,97
19/01/2018;67,14;20,99
22/01/2018;67,49;21,04
23/01/2018;67,77;20,9
24/01/2018;67,69;21,31
25/01/2018;67,43;21,48
26/01/2018;66,59;21,17
29/01/2018;67,01;21,16
30/01/2018;67,17;21,14
31/01/2018;66,92;21
01/02/2018;66,7;21,05
02/02/2018;67,26;20,94
05/02/2018;67,19;20,71
06/02/2018;67,42;20,81
07/02/2018;67,99;20,74
08/02/2018;68,24;20,79
09/02/2018;68,39;20,68
14/02/2018;69,48;21,51
15/02/2018;69,22;21,38
16/02/2018;69,64;21,63
19/02/2018;69,8;21,58
20/02/2018;70,14;21,56
21/02/2018;70,69;21,75
22/02/2018;71,27;21,96
23/02/2018;71,15;21,95
26/02/2018;71,42;22,06
27/02/2018;71,46;22,01
28/02/2018;72,23;22,31
01/03/2018;72,79;22,36
02/03/2018;73,5;22,61
05/03/2018;73,76;22,72
06/03/2018;73,9;23,04
07/03/2018;73,85;22,76
08/03/2018;74,35;22,78
09/03/2018;73,94;22,75
12/03/2018;73,36;22,54
13/03/2018;73,7;22,58
14/03/2018;73,49;22,51
15/03/2018;73,78;22,42
16/03/2018;74,02;22,61
19/03/2018;73,01;22,21
20/03/2018;72,66;21,96
21/03/2018;72,67;22,22
22/03/2018;73,04;22,12
23/03/2018;72,93;22,01
26/03/2018;73,77;22,33
27/03/2018;74,21;22,29
28/03/2018;74,61;22,41
29/03/2018;75,06;22,74
02/04/2018;75,71;22,82
03/04/2018;76,53;22,94
04/04/2018;76,28;22,86
05/04/2018;78,1;23,36
06/04/2018;79,08;23,47
09/04/2018;80,73;23,74
10/04/2018;80,62;23,67
11/04/2018;79,97;23,67
12/04/2018;80,13;23,56
13/04/2018;80,68;23,57
16/04/2018;80,57;23,54
17/04/2018;79,93;23,48
18/04/2018;79,71;23,6
19/04/2018;78,89;23,28
20/04/2018;79,48;23,29
23/04/2018;79,78;23,14
24/04/2018;80,5;23,2
25/04/2018;81,07;23,25
26/04/2018;81,41;23,4
27/04/2018;81,18;23,45
30/04/2018;81,24;23,17
02/05/2018;81,16;22,88
03/05/2018;81,1;23
04/05/2018;81,18;23,05
07/05/2018;80,03;22,52
08/05/2018;80,41;22,52
09/05/2018;80,56;22,35
10/05/2018;80,09;22,59
11/05/2018;79,92;22,18
14/05/2018;80,57;22,23
15/05/2018;80,42;21,96
16/05/2018;79,63;21,65
17/05/2018;79,32;21,41
18/05/2018;80,29;21,45
21/05/2018;80,48;21,83
22/05/2018;80,33;22,07
23/05/2018;80,35;22,15
24/05/2018;80,11;21,97
25/05/2018;80,13;21,82
28/05/2018;79,98;21,4
29/05/2018;80,34;21,45
30/05/2018;80,41;21,5
01/06/2018;80,69;21,44
04/06/2018;80,19;21,44
05/06/2018;80,6;21,15
06/06/2018;80,62;21,12
07/06/2018;80,67;20,58
08/06/2018;79,59;21,41
11/06/2018;77,19;20,75
12/06/2018;76,26;20,52
13/06/2018;76,31;20,53
14/06/2018;76,42;20,13
15/06/2018;77,04;20,7
18/06/2018;77,19;20,6
19/06/2018;77,23;20,63
20/06/2018;77,22;20,44
21/06/2018;78,13;20,74
22/06/2018;78,25;20,72
25/06/2018;77,71;20,55
26/06/2018;77,56;20,43
27/06/2018;78,19;20,3
28/06/2018;79,83;20,67
29/06/2018;80,41;20,75
02/07/2018;80,98;20,71
03/07/2018;81,22;20,86
04/07/2018;81,04;20,71
05/07/2018;81,22;20,65
06/07/2018;81,99;20,99
09/07/2018;81,59;21,09
10/07/2018;81,7;21,51
11/07/2018;81,3;20,95
12/07/2018;81,94;21,09
13/07/2018;81,8;21,24
16/07/2018;82,14;21,27
17/07/2018;83,09;21,63
18/07/2018;82,75;21,59
19/07/2018;83,19;21,52
20/07/2018;82,69;21,87
23/07/2018;82,37;21,76
24/07/2018;81,86;21,86
25/07/2018;81,79;22,07
26/07/2018;81,64;21,82
27/07/2018;81,87;22,05
30/07/2018;82,02;22
31/07/2018;83,14;22,15
01/08/2018;82,7;22,03
02/08/2018;82,53;21,97
03/08/2018;81,96;22,12
06/08/2018;81,03;21,73
07/08/2018;81,9;21,77
08/08/2018;82,53;21,89
09/08/2018;82,64;21,75
10/08/2018;83,22;21,57
13/08/2018;82,49;21,15
14/08/2018;83,68;21,65
15/08/2018;83,97;21,53
16/08/2018;84,33;21,61
17/08/2018;83,95;21,42
20/08/2018;83,52;21,1
21/08/2018;83,47;20,75
22/08/2018;84,25;20,76
23/08/2018;84,47;20,53
24/08/2018;85,06;20,73
27/08/2018;84,35;20,65
28/08/2018;85,24;20,57
29/08/2018;85,12;20,67
30/08/2018;85,54;20,56
31/08/2018;85,88;21,11
03/09/2018;85,4;20,58
04/09/2018;86,73;20,87
05/09/2018;87,19;21,1
06/09/2018;87,68;21,31
10/09/2018;87,25;21,31
11/09/2018;89,37;21,48
12/09/2018;89,32;21,54
13/09/2018;89,64;21,35
14/09/2018;90,55;21,74
17/09/2018;89,39;21,7
18/09/2018;89,25;21,61
19/09/2018;88,95;21,56
20/09/2018;89,92;22,06
21/09/2018;89,55;22,17
24/09/2018;89,44;21,91
25/09/2018;90,55;22,18
26/09/2018;89,64;22,27
27/09/2018;89,24;22,38
28/09/2018;88,99;22,01
01/10/2018;90,2;22,44
02/10/2018;89,37;22,74
03/10/2018;87,39;22,42
04/10/2018;87,51;22,49
05/10/2018;87,59;22,66
08/10/2018;85,91;22,84
09/10/2018;84,09;22,66
10/10/2018;83,8;22,3
11/10/2018;83,89;22,25
15/10/2018;84,46;22,61
16/10/2018;84,31;22,67
17/10/2018;84,82;23,04
18/10/2018;84,04;22,66
19/10/2018;83,32;22,46
22/10/2018;82,97;22,49
23/10/2018;82,94;22,43
24/10/2018;82,97;22,22
25/10/2018;82,34;22,25
26/10/2018;81,15;22,24
29/10/2018;79,21;21,36
30/10/2018;80,4;21,76
31/10/2018;79,19;21,35
01/11/2018;79,88;21,66
05/11/2018;79,2;21,3
06/11/2018;79,3;21,12
07/11/2018;79,69;21,3
08/11/2018;79,15;21,15
09/11/2018;79,43;21,26
12/11/2018;79,01;21,07
13/11/2018;78,96;20,67
14/11/2018;79,11;20,89
16/11/2018;78,49;21,01
19/11/2018;77,56;20,61
20/11/2018;77,24;20,55
21/11/2018;77,63;20,51
22/11/2018;77,25;20,3
23/11/2018;77,62;20,34
26/11/2018;77,03;19,73
27/11/2018;77,19;19,86
28/11/2018;77,2;20,1
29/11/2018;77,83;20,2
30/11/2018;77,84;20,18
03/12/2018;77,51;20,24
04/12/2018;76,61;19,85
05/12/2018;76,41;19,75
06/12/2018;76,41;19,65
07/12/2018;76,53;19,71
10/12/2018;75,84;19,33
11/12/2018;75,69;19,33
12/12/2018;75,69;19,66
13/12/2018;75,75;19,54
14/12/2018;75,52;19,35
17/12/2018;75,47;19,38
18/12/2018;76,18;19,53
19/12/2018;75,43;19,47
20/12/2018;74,9;19,45
21/12/2018;74,54;19,16
26/12/2018;74,15;18,92
27/12/2018;74,12;19,01
28/12/2018;74,1;19,12
02/01/2019;73,77;19,34
03/01/2019;73,69;19,62
04/01/2019;73,42;19,77
07/01/2019;71,84;19,26
08/01/2019;72,44;19,53
09/01/2019;71,93;19,52
10/01/2019;71,05;19,1
11/01/2019;70,96;19,1
14/01/2019;71,11;19,24
15/01/2019;70,65;18,95
16/01/2019;70,17;18,82
17/01/2019;70,41;18,82
18/01/2019;70,82;18,85
21/01/2019;71,66;19,06
22/01/2019;72,07;18,98
23/01/2019;72,75;19,31
24/01/2019;72,91;19,34
25/01/2019;72,8;19,35
28/01/2019;72,06;19,15
29/01/2019;72,37;19,43
30/01/2019;73,27;19,68
31/01/2019;72,25;19,79
01/02/2019;72,37;19,77
04/02/2019;72,24;19,68
05/02/2019;72,34;19,75
06/02/2019;72,29;19,53
07/02/2019;72,41;19,54
08/02/2019;72,2;19,34
11/02/2019;72,39;19,25
12/02/2019;72,57;19,58
13/02/2019;73,05;19,46
14/02/2019;73,69;19,69
15/02/2019;72,62;19,6
18/02/2019;72,89;19,52
19/02/2019;72,57;19,58
20/02/2019;72,59;19,48
21/02/2019;73,58;19,6
22/02/2019;73,63;19,71
25/02/2019;73,44;19,64
26/02/2019;73,38;19,58
27/02/2019;72,89;19,55
28/02/2019;72,46;19,32
01/03/2019;73,07;19,36
06/03/2019;73,36;19,11
07/03/2019;73,08;18,75
08/03/2019;73,24;18,94
11/03/2019;72,39;18,85
12/03/2019;72,22;18,95
13/03/2019;72,49;19,04
14/03/2019;72,89;18,95
15/03/2019;73,38;19,22
18/03/2019;73,19;19,32
19/03/2019;72,9;19,27
20/03/2019;72,35;19,29
21/03/2019;72,49;19,11
22/03/2019;73,56;18,84
25/03/2019;73,7;19,1
26/03/2019;73,43;18,99
27/03/2019;73,72;18,66
28/03/2019;73,45;18,79
29/03/2019;72,51;18,52
01/04/2019;72,41;18,7
02/04/2019;72,61;18,83
03/04/2019;72,27;18,67
04/04/2019;72,9;18,93
05/04/2019;72,52;18,76
08/04/2019;72,52;18,85
09/04/2019;72,18;18,72
10/04/2019;71,87;18,82
11/04/2019;71,55;18,55
12/04/2019;71,87;18,49
15/04/2019;71,93;18,59
16/04/2019;71,61;18,38
17/04/2019;72;18,31
18/04/2019;72,11;18,35
22/04/2019;71,83;18,27
23/04/2019;71,57;18,25
24/04/2019;71,11;17,84
25/04/2019;71,11;17,98
26/04/2019;71,16;18,1
29/04/2019;70,2;17,81
30/04/2019;70,13;17,9
02/05/2019;69,36;17,52
03/05/2019;69,16;17,57
06/05/2019;68,8;17,39
07/05/2019;69,85;17,6
08/05/2019;69,25;17,62
09/05/2019;68,87;17,44
10/05/2019;69,38;17,6
13/05/2019;69,69;17,5
14/05/2019;71,59;18,02
15/05/2019;73,01;18,29
16/05/2019;73,74;18,26
17/05/2019;73,93;18,03
20/05/2019;74,66;18,2
21/05/2019;75;18,51
22/05/2019;74,4;18,41
23/05/2019;74,78;18,49
24/05/2019;75,01;18,69
27/05/2019;75,35;18,68
28/05/2019;76,39;19,02
29/05/2019;77;19,37
30/05/2019;77,63;19,53
31/05/2019;77,13;19,65
03/06/2019;76,27;19,58
04/06/2019;76,24;19,76
05/06/2019;75,78;19,43
06/06/2019;75,92;19,57
07/06/2019;75,65;19,54
10/06/2019;75,55;19,48
11/06/2019;75,53;19,63
12/06/2019;75,75;19,64
13/06/2019;76,66;19,88
14/06/2019;77,67;19,95
17/06/2019;78,24;20,06
18/06/2019;77,87;20,17
19/06/2019;77,19;20,03
21/06/2019;75,77;19,83
24/06/2019;75,68;19,79
25/06/2019;76;19,73
26/06/2019;75,79;19,69
27/06/2019;75,76;19,78
28/06/2019;75,7;19,73
01/07/2019;75,36;19,6
02/07/2019;75,26;19,53
03/07/2019;75,29;19,7
04/07/2019;74,95;19,76
05/07/2019;74,05;19,4
08/07/2019;73,66;19,35
09/07/2019;73,52;19,42
10/07/2019;73,88;19,69
11/07/2019;73,77;19,67
12/07/2019;74,19;19,83
15/07/2019;74,12;19,73
16/07/2019;73,82;19,62
17/07/2019;73,66;19,6
18/07/2019;73,31;19,66
19/07/2019;73,51;19,62
22/07/2019;73,5;19,66
23/07/2019;72,89;19,32
24/07/2019;73,09;19,38
25/07/2019;73,15;19,34
26/07/2019;73,19;19,42
29/07/2019;73,34;19,41
30/07/2019;73,11;19,27
31/07/2019;72,35;19,05
01/08/2019;72,91;18,98
02/08/2019;74,35;19,14
05/08/2019;75,47;19,05
06/08/2019;76,03;19,22
07/08/2019;77,08;19,39
08/08/2019;77,16;19,66
09/08/2019;77,53;19,68
12/08/2019;77,71;19,53
13/08/2019;78,3;19,76
14/08/2019;78,43;19,43
15/08/2019;78,39;19,63
16/08/2019;78,53;19,63
19/08/2019;78,86;19,39
20/08/2019;79,26;19,62
21/08/2019;79,6;19,78
22/08/2019;80,55;19,78
23/08/2019;80,93;19,66
26/08/2019;82,36;19,84
27/08/2019;82,1;19,79
28/08/2019;82,15;19,77
29/08/2019;82,37;19,79
30/08/2019;82,26;19,91
02/09/2019;82,22;19,66
03/09/2019;81,93;19,6
04/09/2019;82,15;20,02
05/09/2019;81,05;19,76
06/09/2019;79,63;19,55
09/09/2019;79,57;19,42
10/09/2019;79,87;19,49
11/09/2019;79,8;19,64
12/09/2019;79,76;19,66
13/09/2019;79,77;19,5
16/09/2019;79,52;19,44
17/09/2019;79,24;19,42
18/09/2019;79,32;19,29
19/09/2019;79,69;19,17
20/09/2019;80,76;19,45
23/09/2019;80,65;19,34
24/09/2019;80,52;19,3
25/09/2019;80,93;19,48
26/09/2019;80,99;19,47
27/09/2019;80,91;19,47
30/09/2019;80,87;19,48
01/10/2019;81,73;19,63
02/10/2019;82,2;19,88
03/10/2019;81,51;19,96
04/10/2019;80,69;19,87
07/10/2019;80,74;19,68
08/10/2019;80,99;19,8
09/10/2019;81,27;19,85
10/10/2019;81,31;19,73
11/10/2019;83,04;20,33
14/10/2019;83,1;20,14
15/10/2019;83,33;20,04
16/10/2019;83,53;20,09
17/10/2019;84,03;20,2
18/10/2019;83,72;20,35
21/10/2019;84,33;20,39
22/10/2019;84,36;20,71
23/10/2019;84,08;20,85
24/10/2019;83,44;20,67
25/10/2019;83,47;20,83
28/10/2019;82,6;20,71
29/10/2019;82,51;20,64
